"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage"
"1%279","New Mexico",2021-12-18,4,38,60376.66,1
"2.5%279","New Mexico",2021-12-18,4,101.975,42782.85,1
"5%279","New Mexico",2021-12-18,4,210.95,30021.8,1
"10%279","New Mexico",2021-12-18,4,474,18498.3,0
"15%279","New Mexico",2021-12-18,4,800.85,12249.3,0
"20%279","New Mexico",2021-12-18,4,16,8533.4,0
"25%279","New Mexico",2021-12-18,4,42,6000.75,0
"30%279","New Mexico",2021-12-18,4,91.7,4178.6,0
"35%279","New Mexico",2021-12-18,4,184.65,3018.05,0
"40%279","New Mexico",2021-12-18,4,331.2,2025.00000000002,0
"45%279","New Mexico",2021-12-18,4,561.55,1334,0
"1%280","New Mexico",2021-12-25,1,3005.91,7848.1,1
"2.5%280","New Mexico",2021-12-25,1,3293.85,7370,0
"5%280","New Mexico",2021-12-25,1,3536.95,6936.05,0
"10%280","New Mexico",2021-12-25,1,3802,6424.1,0
"15%280","New Mexico",2021-12-25,1,4021,6133,0
"20%280","New Mexico",2021-12-25,1,4209.2,5915,0
"25%280","New Mexico",2021-12-25,1,4357,5733.25,0
"30%280","New Mexico",2021-12-25,1,4493.7,5584.3,0
"35%280","New Mexico",2021-12-25,1,4635.65,5421.35,0
"40%280","New Mexico",2021-12-25,1,4758.6,5279,0
"45%280","New Mexico",2021-12-25,1,4907,5143.45,0
"1%281","New Mexico",2021-12-25,2,873.97,11336.12,0
"2.5%281","New Mexico",2021-12-25,2,1174.95,9536.125,0
"5%281","New Mexico",2021-12-25,2,1466,8492.4,0
"10%281","New Mexico",2021-12-25,2,1856.8,7338.4,0
"15%281","New Mexico",2021-12-25,2,2192.4,6616.45,0
"20%281","New Mexico",2021-12-25,2,2460.6,6055.2,0
"25%281","New Mexico",2021-12-25,2,2730.75,5620,0
"30%281","New Mexico",2021-12-25,2,2975.7,5272,0
"35%281","New Mexico",2021-12-25,2,3220,4915.35,0
"40%281","New Mexico",2021-12-25,2,3459.6,4564.8,0
"45%281","New Mexico",2021-12-25,2,3722,4272.45,0
"1%282","New Mexico",2021-12-25,3,21.99,18188.91,0
"2.5%282","New Mexico",2021-12-25,3,58,14730.35,0
"5%282","New Mexico",2021-12-25,3,133.95,12201.15,0
"10%282","New Mexico",2021-12-25,3,302,9016.2,0
"15%282","New Mexico",2021-12-25,3,489,7456.80000000001,0
"20%282","New Mexico",2021-12-25,3,718.8,6299.6,0
"25%282","New Mexico",2021-12-25,3,948.75,5377.75,0
"30%282","New Mexico",2021-12-25,3,1181,4595.3,0
"35%282","New Mexico",2021-12-25,3,1454.3,3946.05,0
"40%282","New Mexico",2021-12-25,3,1745.6,3395.8,0
"45%282","New Mexico",2021-12-25,3,2072,2880.45,0
"1%283","New Mexico",2021-12-25,4,21.99,33931.7200000001,0
"2.5%283","New Mexico",2021-12-25,4,58,23170.625,0
"5%283","New Mexico",2021-12-25,4,133.95,16275.4,0
"10%283","New Mexico",2021-12-25,4,302,9863.1,0
"15%283","New Mexico",2021-12-25,4,489,6555.2,0
"20%283","New Mexico",2021-12-25,4,718.8,4585.4,0
"25%283","New Mexico",2021-12-25,4,18,3236.5,0
"30%283","New Mexico",2021-12-25,4,43,2336.3,0
"35%283","New Mexico",2021-12-25,4,84,1597,0
"40%283","New Mexico",2021-12-25,4,155.6,1050.4,0
"45%283","New Mexico",2021-12-25,4,275.55,685.45,0
"1%284","New Mexico",2022-01-01,1,4057.96,10959.06,0
"2.5%284","New Mexico",2022-01-01,1,4531.975,10173.175,0
"5%284","New Mexico",2022-01-01,1,4900.9,9586.25,0
"10%284","New Mexico",2022-01-01,1,5268.8,8929,0
"15%284","New Mexico",2022-01-01,1,5556.7,8533.6,0
"20%284","New Mexico",2022-01-01,1,5819.6,8231.4,0
"25%284","New Mexico",2022-01-01,1,6024,7962.25,0
"30%284","New Mexico",2022-01-01,1,6238.7,7739.9,0
"35%284","New Mexico",2022-01-01,1,6414,7518,0
"40%284","New Mexico",2022-01-01,1,6604.6,7330.4,0
"45%284","New Mexico",2022-01-01,1,6775,7122,0
"1%285","New Mexico",2022-01-01,2,1336.93,16592.23,0
"2.5%285","New Mexico",2022-01-01,2,1861.8,14598.025,0
"5%285","New Mexico",2022-01-01,2,2386.85,13040.25,0
"10%285","New Mexico",2022-01-01,2,3039.9,11207.6,0
"15%285","New Mexico",2022-01-01,2,3473.8,10114.35,0
"20%285","New Mexico",2022-01-01,2,3933,9362.2,0
"25%285","New Mexico",2022-01-01,2,4371.75,8600.5,0
"30%285","New Mexico",2022-01-01,2,4732.7,8073.6,0
"35%285","New Mexico",2022-01-01,2,5130,7580,0
"40%285","New Mexico",2022-01-01,2,5523,7072.4,0
"45%285","New Mexico",2022-01-01,2,5896.65,6677.45,0
"1%286","New Mexico",2022-01-01,3,36.98,33120.01,0
"2.5%286","New Mexico",2022-01-01,3,107,25225.35,0
"5%286","New Mexico",2022-01-01,3,227.95,20426.45,0
"10%286","New Mexico",2022-01-01,3,547.9,15553.1,0
"15%286","New Mexico",2022-01-01,3,869.7,12867.6,0
"20%286","New Mexico",2022-01-01,3,1219,10843.4,0
"25%286","New Mexico",2022-01-01,3,1603.75,9261.25,0
"30%286","New Mexico",2022-01-01,3,2066.7,7898.4,0
"35%286","New Mexico",2022-01-01,3,2570.65,6834.50000000001,0
"40%286","New Mexico",2022-01-01,3,3082.8,5832.4,0
"45%286","New Mexico",2022-01-01,3,3643.55,4982,0
"1%287","New Mexico",2022-01-01,4,36.98,66592.67,1
"2.5%287","New Mexico",2022-01-01,4,107,45400.5499999999,1
"5%287","New Mexico",2022-01-01,4,227.95,32171.4,0
"10%287","New Mexico",2022-01-01,4,547.9,19903.7,0
"15%287","New Mexico",2022-01-01,4,869.7,12717.95,0
"20%287","New Mexico",2022-01-01,4,17.8000000000001,8785.8,0
"25%287","New Mexico",2022-01-01,4,44,6217.5,0
"30%287","New Mexico",2022-01-01,4,98,4418.5,0
"35%287","New Mexico",2022-01-01,4,197.65,3062.80000000001,0
"40%287","New Mexico",2022-01-01,4,330.6,2120,0
"45%287","New Mexico",2022-01-01,4,569.55,1411.7,0
"1%288","New Mexico",2022-01-08,1,12946.9,41706.28,1
"2.5%288","New Mexico",2022-01-08,1,14501.875,38931.8,1
"5%288","New Mexico",2022-01-08,1,15736.85,36313.3,1
"10%288","New Mexico",2022-01-08,1,17437.8,33528.4,1
"15%288","New Mexico",2022-01-08,1,18649.85,31472.15,1
"20%288","New Mexico",2022-01-08,1,19661.8,30256.4,1
"25%288","New Mexico",2022-01-08,1,20558.75,28963,0
"30%288","New Mexico",2022-01-08,1,21398.7,27905.3,0
"35%288","New Mexico",2022-01-08,1,22084,27003.35,0
"40%288","New Mexico",2022-01-08,1,22894.2,26153.4,0
"45%288","New Mexico",2022-01-08,1,23684.75,25271.45,0
"1%289","New Mexico",2022-01-08,2,3287.98,71985.7700000001,1
"2.5%289","New Mexico",2022-01-08,2,4916.9,62783.2999999999,1
"5%289","New Mexico",2022-01-08,2,6696.6,53452.55,1
"10%289","New Mexico",2022-01-08,2,9028,45233.2,1
"15%289","New Mexico",2022-01-08,2,10816.55,39893.15,1
"20%289","New Mexico",2022-01-08,2,12403.6,36155.6,0
"25%289","New Mexico",2022-01-08,2,14231,32730.5,0
"30%289","New Mexico",2022-01-08,2,15790,30003.6,0
"35%289","New Mexico",2022-01-08,2,17405.6,27620.85,0
"40%289","New Mexico",2022-01-08,2,18855.4,25716.2,0
"45%289","New Mexico",2022-01-08,2,20494.1,23871.7,0
"1%290","New Mexico",2022-01-08,3,82,118049.35,1
"2.5%290","New Mexico",2022-01-08,3,314.85,96944.075,1
"5%290","New Mexico",2022-01-08,3,698.9,77684.1,1
"10%290","New Mexico",2022-01-08,3,1725.8,59456,1
"15%290","New Mexico",2022-01-08,3,2915.4,47507.5,1
"20%290","New Mexico",2022-01-08,3,4325.6,38849,1
"25%290","New Mexico",2022-01-08,3,5655,33368.75,1
"30%290","New Mexico",2022-01-08,3,7206.2,28186.8,0
"35%290","New Mexico",2022-01-08,3,9056.75,24431.4,0
"40%290","New Mexico",2022-01-08,3,10897,20948.4,0
"45%290","New Mexico",2022-01-08,3,12993.6,17820.95,0
"1%291","New Mexico",2022-01-08,4,82,217468.37,1
"2.5%291","New Mexico",2022-01-08,4,314.85,136601.3,1
"5%291","New Mexico",2022-01-08,4,698.9,100160.45,1
"10%291","New Mexico",2022-01-08,4,1725.8,61559.3,1
"15%291","New Mexico",2022-01-08,4,23,42608.9,1
"20%291","New Mexico",2022-01-08,4,73.8000000000001,28164.8,1
"25%291","New Mexico",2022-01-08,4,187.75,19547.25,1
"30%291","New Mexico",2022-01-08,4,399,13983.6,0
"35%291","New Mexico",2022-01-08,4,731.65,9978.10000000002,0
"40%291","New Mexico",2022-01-08,4,1291.2,6806.80000000001,0
"45%291","New Mexico",2022-01-08,4,2058.1,4637.45,0
"1%292","New Mexico",2022-01-15,1,18187.62,60833.91,1
"2.5%292","New Mexico",2022-01-15,1,19978.5,56534.175,1
"5%292","New Mexico",2022-01-15,1,22110.95,52257.65,1
"10%292","New Mexico",2022-01-15,1,24833,47992,1
"15%292","New Mexico",2022-01-15,1,26555,45509.95,1
"20%292","New Mexico",2022-01-15,1,27970.6,43550.2,1
"25%292","New Mexico",2022-01-15,1,29237,41639.25,1
"30%292","New Mexico",2022-01-15,1,30385.8,40089.5,1
"35%292","New Mexico",2022-01-15,1,31657,38718.75,0
"40%292","New Mexico",2022-01-15,1,32878.6,37285.6,0
"45%292","New Mexico",2022-01-15,1,34107.6,36191.9,0
"1%293","New Mexico",2022-01-15,2,3639.51,108467.99,1
"2.5%293","New Mexico",2022-01-15,2,5159.9,93348.5249999999,1
"5%293","New Mexico",2022-01-15,2,7277.2,79889.95,1
"10%293","New Mexico",2022-01-15,2,10597.8,65525.3,1
"15%293","New Mexico",2022-01-15,2,13102.25,57064.8000000001,1
"20%293","New Mexico",2022-01-15,2,15742,51526,1
"25%293","New Mexico",2022-01-15,2,18228.75,46612.75,1
"30%293","New Mexico",2022-01-15,2,20515.3,42555.9,1
"35%293","New Mexico",2022-01-15,2,22725.65,39023.05,1
"40%293","New Mexico",2022-01-15,2,24908.6,35432.8,1
"45%293","New Mexico",2022-01-15,2,27514.55,32502.45,0
"1%294","New Mexico",2022-01-15,3,30.99,183993.22,1
"2.5%294","New Mexico",2022-01-15,3,139.975,148498.65,1
"5%294","New Mexico",2022-01-15,3,396,116053.1,1
"10%294","New Mexico",2022-01-15,3,1205.5,83824.2,1
"15%294","New Mexico",2022-01-15,3,2343.85,66868.95,1
"20%294","New Mexico",2022-01-15,3,3756.8,54206.4,1
"25%294","New Mexico",2022-01-15,3,5490.25,45244.5,1
"30%294","New Mexico",2022-01-15,3,7183.1,37013.9,1
"35%294","New Mexico",2022-01-15,3,9458.6,31115.95,1
"40%294","New Mexico",2022-01-15,3,11866,25908.4,1
"45%294","New Mexico",2022-01-15,3,14460.75,21643.85,1
"1%295","New Mexico",2022-01-15,4,30.99,293403.980000002,1
"2.5%295","New Mexico",2022-01-15,4,139.975,208455.349999999,1
"5%295","New Mexico",2022-01-15,4,396,148155.35,1
"10%295","New Mexico",2022-01-15,4,1205.5,88325.4000000001,1
"15%295","New Mexico",2022-01-15,4,11,57864.1000000001,1
"20%295","New Mexico",2022-01-15,4,47,39516,1
"25%295","New Mexico",2022-01-15,4,128.75,25169.25,1
"30%295","New Mexico",2022-01-15,4,305.4,17406.5,1
"35%295","New Mexico",2022-01-15,4,662.3,11679.5,1
"40%295","New Mexico",2022-01-15,4,1241.8,7952.60000000001,0
"45%295","New Mexico",2022-01-15,4,2159.1,5322.9,0
"1%296","New Mexico",2022-01-22,1,21255.94,72490.41,1
"2.5%296","New Mexico",2022-01-22,1,23799.3,67289.6,1
"5%296","New Mexico",2022-01-22,1,26116.4,62262.3,1
"10%296","New Mexico",2022-01-22,1,29186.1,56896.9,1
"15%296","New Mexico",2022-01-22,1,31450.05,53482.5,1
"20%296","New Mexico",2022-01-22,1,33285.6,51032.8,0
"25%296","New Mexico",2022-01-22,1,34837,48755.25,0
"30%296","New Mexico",2022-01-22,1,36163.5,46981.6,0
"35%296","New Mexico",2022-01-22,1,37514.65,45461.15,0
"40%296","New Mexico",2022-01-22,1,38778.2,44190.2,0
"45%296","New Mexico",2022-01-22,1,40045.05,42792.8,0
"1%297","New Mexico",2022-01-22,2,4103.68,133115.4,1
"2.5%297","New Mexico",2022-01-22,2,6558.875,114628.375,1
"5%297","New Mexico",2022-01-22,2,8886.95,96871.95,1
"10%297","New Mexico",2022-01-22,2,12783.2,80296.1,1
"15%297","New Mexico",2022-01-22,2,15820.45,70391.9,1
"20%297","New Mexico",2022-01-22,2,18783.6,63426.8,1
"25%297","New Mexico",2022-01-22,2,21657.25,57141.75,0
"30%297","New Mexico",2022-01-22,2,24407.4,52095.9,0
"35%297","New Mexico",2022-01-22,2,27350.55,47863.95,0
"40%297","New Mexico",2022-01-22,2,30161.2,43972.6,0
"45%297","New Mexico",2022-01-22,2,33343.25,40224.45,0
"1%298","New Mexico",2022-01-22,3,11.99,263900.14,1
"2.5%298","New Mexico",2022-01-22,3,76.975,202647.949999999,1
"5%298","New Mexico",2022-01-22,3,279,155208.1,1
"10%298","New Mexico",2022-01-22,3,887,107115.2,1
"15%298","New Mexico",2022-01-22,3,1830.4,81434.35,1
"20%298","New Mexico",2022-01-22,3,2998.4,65889.4,1
"25%298","New Mexico",2022-01-22,3,4861.5,54096.25,1
"30%298","New Mexico",2022-01-22,3,7001.1,44809.9,1
"35%298","New Mexico",2022-01-22,3,9755.3,36966.35,1
"40%298","New Mexico",2022-01-22,3,12812.8,30566.6,0
"45%298","New Mexico",2022-01-22,3,16193.7,24876,0
"1%299","New Mexico",2022-01-22,4,11.99,411364.520000001,1
"2.5%299","New Mexico",2022-01-22,4,76.975,301109.55,1
"5%299","New Mexico",2022-01-22,4,279,210576.1,1
"10%299","New Mexico",2022-01-22,4,887,117651.5,1
"15%299","New Mexico",2022-01-22,4,1830.4,71201.1,1
"20%299","New Mexico",2022-01-22,4,12,45916,1
"25%299","New Mexico",2022-01-22,4,50.75,29122.75,1
"30%299","New Mexico",2022-01-22,4,140.7,19575,1
"35%299","New Mexico",2022-01-22,4,343.65,12067.3,1
"40%299","New Mexico",2022-01-22,4,769.2,7993,1
"45%299","New Mexico",2022-01-22,4,1556.95,4728.35,0
"1%300","New Mexico",2022-01-29,1,14971.81,48024.31,1
"2.5%300","New Mexico",2022-01-29,1,16700.7,44370.425,1
"5%300","New Mexico",2022-01-29,1,18185.6,41525.05,1
"10%300","New Mexico",2022-01-29,1,20197.7,38444,0
"15%300","New Mexico",2022-01-29,1,21519.25,36258.15,0
"20%300","New Mexico",2022-01-29,1,22631.8,34631.6,0
"25%300","New Mexico",2022-01-29,1,23754.5,33230.5,0
"30%300","New Mexico",2022-01-29,1,24633.6,32099,0
"35%300","New Mexico",2022-01-29,1,25503.95,30961.1,0
"40%300","New Mexico",2022-01-29,1,26372.6,29973.2,0
"45%300","New Mexico",2022-01-29,1,27171.75,29013.35,0
"1%301","New Mexico",2022-01-29,2,2202.87,77449.47,1
"2.5%301","New Mexico",2022-01-29,2,3611.925,66210.6,1
"5%301","New Mexico",2022-01-29,2,5092.9,56912,1
"10%301","New Mexico",2022-01-29,2,7529.5,47565.6,1
"15%301","New Mexico",2022-01-29,2,9573.55,41391,1
"20%301","New Mexico",2022-01-29,2,11271.2,37645,0
"25%301","New Mexico",2022-01-29,2,13017.75,33995,0
"30%301","New Mexico",2022-01-29,2,14959.9,31043,0
"35%301","New Mexico",2022-01-29,2,16454.85,28583.1,0
"40%301","New Mexico",2022-01-29,2,18366.2,26358,0
"45%301","New Mexico",2022-01-29,2,20363.85,24318.25,0
"1%302","New Mexico",2022-01-29,3,2202.87,142539.15,1
"2.5%302","New Mexico",2022-01-29,3,40,110699.825,1
"5%302","New Mexico",2022-01-29,3,150.95,82528.35,1
